new_id,fid,score
1461,73,5.0
1465,73,4.0
1508,73,3.0
1513,73,4.0
1521,73,6.0
1531,73,3.0
1575,73,5.0
1581,73,5.0
1584,73,6.0
1585,73,4.0
1590,73,3.0
1600,73,5.0
1603,73,5.0
1616,73,3.0
1618,73,4.0
1638,73,5.0
1677,73,5.0
1696,73,1.0
1706,73,2.0
1753,73,5.0
1754,73,5.0
1762,73,5.0
1801,73,6.0
1806,73,5.0
1818,73,4.0
1843,73,4.0
1870,73,5.0
1878,73,3.0
1939,73,6.0
38,74,4.0
41,74,5.0
43,74,4.0
48,74,4.0
65,74,5.0
81,74,4.0
94,74,6.0
99,74,6.0
102,74,5.0
103,74,5.0
110,74,5.0
118,74,4.0
124,74,5.0
126,74,4.0
127,74,5.0
135,74,5.0
164,74,5.0
171,74,4.0
175,74,5.0
183,74,4.0
184,74,4.0
185,74,4.0
198,74,3.0
206,74,6.0
215,74,4.0
225,74,4.0
232,74,3.0
238,74,2.0
259,74,4.0
261,74,5.0
268,74,6.0
281,74,3.0
282,74,3.0
283,74,4.0
285,74,4.0
287,74,3.0
288,74,5.0
293,74,4.0
296,74,5.0
299,74,4.0
303,74,4.0
308,74,5.0
311,74,6.0
319,74,4.0
321,74,4.0
334,74,5.0
340,74,4.0
354,74,4.0
357,74,5.0
364,74,3.0
368,74,4.0
371,74,5.0
373,74,3.0
393,74,6.0
403,74,5.0
404,74,5.0
412,74,6.0
415,74,3.0
426,74,5.0
439,74,3.0
445,74,4.0
448,74,2.0
450,74,4.0
470,74,4.0
487,74,5.0
496,74,4.0
500,74,3.0
501,74,5.0
508,74,5.0
517,74,5.0
518,74,4.0
531,74,5.0
538,74,4.0
547,74,5.0
552,74,6.0
556,74,4.0
560,74,5.0
562,74,5.0
565,74,4.0
573,74,5.0
582,74,5.0
584,74,6.0
591,74,4.0
607,74,3.0
611,74,4.0
613,74,5.0
626,74,5.0
645,74,3.0
653,74,5.0
654,74,5.0
669,74,5.0
675,74,4.0
679,74,3.0
695,74,4.0
700,74,4.0
705,74,5.0
722,74,5.0
723,74,5.0
737,74,4.0
742,74,5.0
747,74,4.0
750,74,5.0
760,74,6.0
761,74,4.0
762,74,3.0
768,74,5.0
770,74,5.0
776,74,5.0
784,74,4.0
791,74,6.0
792,74,3.0
806,74,5.0
809,74,6.0
813,74,5.0
821,74,5.0
853,74,5.0
866,74,4.0
873,74,4.0
880,74,3.0
905,74,5.0
906,74,5.0
914,74,4.0
918,74,6.0
925,74,3.0
926,74,5.0
931,74,5.0
940,74,5.0
961,74,5.0
971,74,4.0
972,74,3.0
985,74,6.0
993,74,3.0
998,74,5.0
1007,74,5.0
1021,74,5.0
1028,74,3.0
1032,74,5.0
1035,74,5.0
1041,74,3.0
1042,74,5.0
1048,74,4.0
1052,74,4.0
1053,74,5.0
1058,74,4.0
1108,74,3.0
1109,74,3.0
1112,74,4.0
1113,74,5.0
1119,74,3.0
1120,74,4.0
1134,74,6.0
1141,74,3.0
1146,74,6.0
1159,74,5.0
1175,74,4.0
1181,74,5.0
1188,74,4.0
1197,74,5.0
1216,74,5.0
1229,74,4.0
1231,74,6.0
1234,74,4.0
1236,74,5.0
1246,74,4.0
1258,74,3.0
1266,74,4.0
1273,74,3.0
1274,74,5.0
1277,74,3.0
1284,74,6.0
1310,74,6.0
1312,74,3.0
1315,74,4.0
1327,74,4.0
1341,74,6.0
1344,74,4.0
1353,74,6.0
1354,74,5.0
1364,74,5.0
1365,74,5.0
1373,74,4.0
1383,74,5.0
1395,74,6.0
1416,74,4.0
1432,74,5.0
1441,74,5.0
1447,74,4.0
1459,74,5.0
1465,74,3.0
1502,74,6.0
1508,74,6.0
1511,74,5.0
1524,74,6.0
1532,74,6.0
1540,74,4.0
1557,74,5.0
1572,74,4.0
1581,74,5.0
1585,74,4.0
1590,74,4.0
1616,74,5.0
1631,74,5.0
1638,74,5.0
1668,74,5.0
1685,74,5.0
1690,74,4.0
1696,74,3.0
1704,74,5.0
1728,74,4.0
1750,74,4.0
1799,74,4.0
1842,74,1.0
1843,74,4.0
1852,74,4.0
1860,74,5.0
1862,74,6.0
1871,74,5.0
1874,74,5.0
1894,74,4.0
1919,74,5.0
1933,74,6.0
16,75,4.0
20,75,4.0
41,75,4.0
48,75,4.0
59,75,6.0
60,75,5.0
65,75,5.0
68,75,5.0
76,75,5.0
81,75,2.0
92,75,6.0
103,75,4.0
110,75,6.0
127,75,2.0
130,75,4.0
135,75,5.0
164,75,5.0
171,75,3.0
183,75,3.0
184,75,1.0
185,75,4.0
192,75,3.0
194,75,4.0
198,75,3.0
202,75,5.0
214,75,5.0
215,75,4.0
219,75,4.0
220,75,3.0
225,75,3.0
232,75,3.0
238,75,2.0
255,75,4.0
259,75,2.0
262,75,5.0
281,75,2.0
282,75,3.0
283,75,4.0
285,75,4.0
287,75,3.0
288,75,5.0
293,75,3.0
296,75,4.0
303,75,1.0
305,75,4.0
318,75,5.0
319,75,3.0
321,75,5.0
333,75,3.0
337,75,5.0
338,75,4.0
340,75,1.0
354,75,5.0
357,75,3.0
364,75,3.0
370,75,5.0
373,75,2.0
382,75,5.0
393,75,6.0
403,75,3.0
412,75,5.0
433,75,3.0
434,75,6.0
445,75,2.0
446,75,2.0
453,75,3.0
470,75,4.0
496,75,4.0
500,75,1.0
508,75,5.0
517,75,5.0
518,75,3.0
519,75,2.0
527,75,4.0
547,75,4.0
556,75,2.0
560,75,5.0
577,75,2.0
589,75,6.0
591,75,2.0
607,75,4.0
611,75,2.0
620,75,6.0
635,75,4.0
637,75,5.0
645,75,3.0
646,75,4.0
648,75,4.0
679,75,5.0
681,75,3.0
695,75,2.0
700,75,3.0
722,75,4.0
723,75,5.0
725,75,5.0
726,75,5.0
728,75,6.0
730,75,4.0
736,75,4.0
737,75,6.0
742,75,5.0
750,75,4.0
751,75,3.0
761,75,4.0
762,75,4.0
770,75,5.0
784,75,3.0
790,75,6.0
791,75,5.0
792,75,3.0
793,75,4.0
799,75,5.0
809,75,5.0
828,75,4.0
845,75,5.0
856,75,3.0
860,75,3.0
871,75,5.0
873,75,4.0
880,75,2.0
881,75,5.0
883,75,3.0
892,75,6.0
898,75,6.0
901,75,4.0
905,75,5.0
906,75,4.0
907,75,4.0
915,75,4.0
924,75,5.0
925,75,3.0
926,75,2.0
931,75,3.0
940,75,3.0
951,75,5.0
958,75,6.0
961,75,4.0
965,75,4.0
968,75,4.0
979,75,4.0
993,75,1.0
998,75,4.0
1000,75,5.0
1028,75,4.0
1035,75,4.0
1037,75,5.0
1041,75,2.0
1042,75,5.0
1044,75,4.0
1047,75,6.0
1053,75,6.0
1054,75,6.0
1058,75,4.0
1080,75,4.0
1088,75,2.0
1104,75,4.0
1108,75,2.0
1109,75,2.0
1113,75,4.0
1119,75,4.0
1120,75,4.0
1138,75,6.0
1141,75,3.0
1146,75,5.0
1175,75,4.0
1187,75,6.0
1188,75,5.0
1190,75,2.0
1212,75,6.0
1216,75,4.0
1234,75,4.0
1246,75,4.0
1249,75,5.0
1258,75,2.0
1266,75,4.0
1277,75,2.0
1285,75,6.0
1287,75,6.0
1306,75,5.0
1319,75,4.0
1327,75,3.0
1341,75,5.0
1353,75,5.0
1354,75,5.0
1364,75,5.0
1365,75,4.0
1367,75,4.0
1373,75,4.0
1381,75,5.0
1383,75,5.0
1392,75,6.0
1395,75,6.0
1402,75,5.0
1416,75,3.0
1420,75,5.0
1423,75,6.0
1441,75,5.0
1445,75,6.0
1449,75,4.0
1465,75,4.0
1494,75,5.0
1508,75,6.0
1528,75,5.0
1533,75,4.0
1538,75,6.0
1541,75,6.0
1547,75,5.0
1573,75,5.0
1581,75,5.0
1584,75,5.0
1585,75,4.0
1590,75,4.0
1600,75,5.0
1601,75,4.0
1607,75,5.0
1608,75,5.0
1616,75,5.0
1622,75,4.0
1625,75,4.0
1631,75,5.0
1638,75,5.0
1644,75,6.0
1660,75,4.0
1685,75,4.0
1688,75,4.0
1692,75,5.0
1694,75,5.0
1696,75,1.0
1700,75,5.0
1704,75,4.0
1706,75,4.0
1711,75,5.0
1743,75,5.0
1762,75,6.0
1816,75,6.0
1833,75,5.0
1834,75,6.0
1841,75,5.0
1852,75,5.0
1858,75,5.0
1864,75,6.0
1876,75,5.0
1879,75,5.0
1882,75,5.0
1889,75,3.0
1892,75,4.0
1898,75,6.0
1905,75,4.0
1916,75,4.0
1919,75,6.0
1943,75,4.0
1948,75,5.0
1952,75,6.0
19,76,1.0
25,76,2.0
41,76,3.0
58,76,5.0
61,76,3.0
65,76,5.0
70,76,5.0
102,76,3.0
103,76,5.0
110,76,6.0
111,76,4.0
121,76,5.0
127,76,4.0
145,76,4.0
153,76,4.0
156,76,3.0
164,76,5.0
171,76,4.0
183,76,3.0
184,76,2.0
185,76,3.0
186,76,5.0
188,76,4.0
191,76,5.0
198,76,1.0
204,76,5.0
215,76,5.0
219,76,3.0
220,76,6.0
225,76,2.0
232,76,2.0
238,76,3.0
248,76,5.0
259,76,3.0
261,76,5.0
262,76,3.0
265,76,4.0
268,76,6.0
270,76,5.0
281,76,2.0
282,76,5.0
283,76,5.0
287,76,3.0
293,76,3.0
296,76,4.0
303,76,2.0
318,76,4.0
319,76,3.0
323,76,2.0
333,76,1.0
334,76,5.0
337,76,6.0
338,76,4.0
340,76,3.0
344,76,4.0
354,76,5.0
364,76,2.0
368,76,4.0
373,76,1.0
376,76,4.0
391,76,5.0
393,76,6.0
397,76,5.0
402,76,5.0
403,76,4.0
404,76,6.0
405,76,5.0
423,76,6.0
425,76,3.0
426,76,4.0
429,76,5.0
431,76,4.0
433,76,4.0
443,76,3.0
444,76,6.0
465,76,2.0
470,76,2.0
472,76,5.0
479,76,2.0
482,76,2.0
496,76,2.0
500,76,2.0
501,76,6.0
508,76,5.0
511,76,3.0
517,76,5.0
518,76,3.0
521,76,4.0
544,76,3.0
547,76,5.0
556,76,4.0
560,76,4.0
563,76,6.0
564,76,4.0
568,76,5.0
569,76,6.0
571,76,5.0
574,76,4.0
575,76,6.0
591,76,4.0
598,76,5.0
607,76,3.0
616,76,5.0
619,76,4.0
626,76,5.0
627,76,5.0
636,76,4.0
637,76,5.0
645,76,2.0
646,76,4.0
649,76,5.0
653,76,5.0
654,76,4.0
662,76,5.0
667,76,5.0
675,76,2.0
682,76,5.0
695,76,1.0
700,76,4.0
723,76,5.0
724,76,5.0
728,76,5.0
731,76,5.0
736,76,4.0
737,76,4.0
738,76,4.0
742,76,5.0
745,76,5.0
747,76,4.0
750,76,2.0
751,76,4.0
753,76,4.0
768,76,4.0
770,76,5.0
776,76,5.0
784,76,3.0
788,76,6.0
790,76,4.0
791,76,4.0
792,76,2.0
821,76,5.0
838,76,6.0
845,76,6.0
860,76,5.0
862,76,6.0
873,76,3.0
880,76,2.0
886,76,6.0
888,76,6.0
895,76,6.0
905,76,5.0
906,76,4.0
917,76,6.0
920,76,5.0
921,76,5.0
925,76,5.0
926,76,3.0
931,76,2.0
933,76,5.0
934,76,5.0
936,76,5.0
940,76,3.0
941,76,5.0
961,76,4.0
971,76,3.0
979,76,5.0
980,76,4.0
993,76,2.0
998,76,5.0
1000,76,3.0
1013,76,6.0
1020,76,5.0
1028,76,3.0
1037,76,3.0
1041,76,3.0
1047,76,5.0
1060,76,5.0
1064,76,4.0
1080,76,5.0
1089,76,5.0
1097,76,4.0
1102,76,5.0
1108,76,3.0
1109,76,2.0
1119,76,4.0
1120,76,4.0
1130,76,5.0
1134,76,5.0
1140,76,4.0
1142,76,5.0
1150,76,5.0
1152,76,6.0
1159,76,6.0
1170,76,4.0
1188,76,5.0
1190,76,3.0
1197,76,6.0
1200,76,5.0
1210,76,3.0
1224,76,5.0
1236,76,5.0
1240,76,5.0
1241,76,5.0
1242,76,4.0
1246,76,4.0
1253,76,5.0
1254,76,2.0
1255,76,3.0
1258,76,1.0
1266,76,3.0
1277,76,3.0
1289,76,6.0
1311,76,4.0
1313,76,6.0
1327,76,3.0
1332,76,5.0
1336,76,5.0
1340,76,5.0
1343,76,6.0
1352,76,5.0
1353,76,6.0
1354,76,5.0
1364,76,5.0
1367,76,5.0
1373,76,5.0
1376,76,4.0
1379,76,6.0
1383,76,6.0
1392,76,2.0
1415,76,6.0
1416,76,2.0
1419,76,4.0
1432,76,5.0
1441,76,5.0
1449,76,3.0
1452,76,6.0
1459,76,5.0
1465,76,4.0
1466,76,4.0
1471,76,4.0
1485,76,5.0
1494,76,5.0
1507,76,5.0
1549,76,5.0
1573,76,5.0
1577,76,2.0
1584,76,5.0
1585,76,4.0
1600,76,5.0
1603,76,6.0
1612,76,3.0
1614,76,5.0
1622,76,3.0
1631,76,6.0
1667,76,5.0
1685,76,4.0
1696,76,4.0
1704,76,4.0
1710,76,4.0
1713,76,5.0
1716,76,5.0
1743,76,5.0
1754,76,5.0
1756,76,5.0
1757,76,6.0
1764,76,4.0
1770,76,5.0
1787,76,5.0
1799,76,4.0
1805,76,6.0
1808,76,4.0
1813,76,3.0
1818,76,6.0
1846,76,6.0
1847,76,6.0
1852,76,5.0
1858,76,4.0
1860,76,5.0
1862,76,5.0
1869,76,5.0
1873,76,4.0
1879,76,5.0
1880,76,3.0
1885,76,4.0
1892,76,5.0
1894,76,4.0
1909,76,6.0
1910,76,5.0
1916,76,5.0
1919,76,6.0
1931,76,5.0
1938,76,5.0
1943,76,5.0
10,77,3.0
19,77,2.0
41,77,3.0
69,77,6.0
81,77,4.0
82,77,6.0
86,77,4.0
103,77,4.0
110,77,4.0
127,77,5.0
144,77,3.0
164,77,4.0
165,77,5.0
183,77,3.0
184,77,3.0
185,77,4.0
197,77,3.0
198,77,4.0
215,77,6.0
220,77,5.0
225,77,4.0
232,77,2.0
238,77,2.0
251,77,5.0
262,77,3.0
267,77,5.0
281,77,1.0
285,77,4.0
287,77,4.0
293,77,4.0
296,77,5.0
300,77,4.0
303,77,3.0
318,77,5.0
323,77,5.0
337,77,5.0
340,77,3.0
344,77,3.0
354,77,5.0
364,77,3.0
368,77,5.0
373,77,3.0
376,77,5.0
382,77,6.0
398,77,6.0
403,77,5.0
415,77,5.0
423,77,2.0
424,77,5.0
425,77,4.0
429,77,6.0
433,77,5.0
435,77,4.0
439,77,4.0
470,77,3.0
482,77,4.0
483,77,4.0
496,77,5.0
497,77,4.0
500,77,1.0
501,77,4.0
508,77,5.0
517,77,3.0
518,77,4.0
521,77,6.0
544,77,5.0
556,77,5.0
562,77,4.0
591,77,4.0
598,77,4.0
607,77,4.0
615,77,6.0
645,77,3.0
646,77,6.0
654,77,5.0
681,77,5.0
695,77,4.0
700,77,5.0
723,77,5.0
728,77,4.0
736,77,5.0
750,77,3.0
751,77,5.0
768,77,5.0
784,77,4.0
785,77,6.0
792,77,3.0
801,77,4.0
807,77,6.0
827,77,5.0
850,77,3.0
860,77,5.0
873,77,4.0
876,77,5.0
880,77,3.0
905,77,6.0
925,77,5.0
926,77,4.0
930,77,5.0
936,77,6.0
940,77,4.0
985,77,6.0
993,77,3.0
998,77,5.0
1007,77,5.0
1016,77,5.0
1028,77,1.0
1037,77,4.0
1041,77,5.0
1080,77,4.0
1089,77,6.0
1108,77,4.0
1109,77,3.0
1112,77,6.0
1119,77,4.0
1120,77,4.0
1141,77,5.0
1146,77,6.0
1170,77,5.0
1197,77,6.0
1229,77,6.0
1236,77,5.0
1246,77,4.0
1248,77,4.0
1258,77,3.0
1277,77,3.0
1300,77,6.0
1311,77,5.0
1327,77,3.0
1347,77,4.0
1354,77,6.0
1364,77,5.0
1373,77,5.0
1376,77,5.0
1383,77,3.0
1416,77,3.0
1432,77,6.0
1457,77,6.0
1460,77,6.0
1465,77,5.0
1471,77,5.0
1494,77,4.0
1534,77,5.0
1540,77,6.0
1576,77,4.0
1577,77,4.0
1584,77,4.0
1585,77,3.0
1600,77,4.0
1633,77,4.0
1650,77,6.0
1677,77,4.0
1685,77,5.0
1696,77,4.0
1706,77,5.0
1713,77,5.0
1799,77,6.0
1861,77,6.0
1872,77,5.0
1873,77,4.0
1879,77,5.0
1892,77,4.0
1897,77,4.0
28,78,6.0
40,78,6.0
41,78,4.0
48,78,6.0
58,78,5.0
70,78,3.0
81,78,4.0
86,78,4.0
103,78,4.0
110,78,4.0
127,78,4.0
144,78,4.0
151,78,3.0
161,78,6.0
165,78,4.0
183,78,4.0
184,78,3.0
185,78,3.0
198,78,3.0
215,78,5.0
220,78,5.0
225,78,2.0
232,78,2.0
238,78,3.0
261,78,6.0
262,78,2.0
268,78,6.0
281,78,2.0
286,78,6.0
287,78,3.0
293,78,4.0
303,78,3.0
318,78,4.0
323,78,5.0
333,78,3.0
337,78,4.0
340,78,3.0
354,78,5.0
364,78,4.0
366,78,2.0
373,78,3.0
376,78,4.0
393,78,6.0
403,78,3.0
404,78,5.0
405,78,6.0
425,78,3.0
426,78,5.0
427,78,6.0
439,78,3.0
443,78,2.0
444,78,2.0
470,78,4.0
482,78,3.0
491,78,3.0
497,78,4.0
500,78,2.0
508,78,3.0
518,78,4.0
519,78,4.0
524,78,5.0
544,78,3.0
547,78,6.0
556,78,5.0
585,78,4.0
591,78,4.0
607,78,3.0
611,78,3.0
617,78,6.0
637,78,6.0
645,78,2.0
646,78,5.0
648,78,6.0
654,78,6.0
682,78,6.0
684,78,4.0
693,78,6.0
695,78,3.0
700,78,4.0
723,78,6.0
724,78,6.0
728,78,6.0
736,78,4.0
742,78,5.0
750,78,3.0
751,78,4.0
768,78,5.0
770,78,6.0
782,78,1.0
784,78,4.0
790,78,5.0
792,78,3.0
804,78,3.0
809,78,5.0
812,78,6.0
821,78,5.0
873,78,3.0
880,78,2.0
887,78,4.0
906,78,5.0
925,78,5.0
926,78,4.0
936,78,6.0
940,78,4.0
961,78,4.0
968,78,4.0
993,78,1.0
998,78,4.0
1007,78,5.0
1016,78,6.0
1020,78,5.0
1028,78,1.0
1037,78,5.0
1041,78,4.0
1044,78,4.0
1080,78,4.0
1088,78,3.0
1089,78,6.0
1108,78,4.0
1109,78,3.0
1113,78,5.0
1119,78,3.0
1120,78,5.0
1140,78,5.0
1141,78,5.0
1146,78,6.0
1147,78,5.0
1150,78,6.0
1155,78,6.0
1156,78,5.0
1159,78,5.0
1188,78,5.0
1190,78,4.0
1216,78,6.0
1229,78,5.0
1246,78,5.0
1252,78,6.0
1258,78,2.0
1277,78,3.0
1284,78,6.0
1311,78,5.0
1312,78,6.0
1313,78,6.0
1315,78,4.0
1327,78,3.0
1339,78,5.0
1354,78,5.0
1364,78,6.0
1365,78,5.0
1373,78,4.0
1383,78,3.0
1392,78,4.0
1416,78,2.0
1420,78,5.0
1435,78,6.0
1441,78,5.0
1460,78,5.0
1465,78,4.0
1471,78,5.0
1496,78,6.0
1503,78,5.0
1510,78,6.0
1529,78,6.0
1585,78,2.0
1601,78,4.0
1613,78,3.0
1633,78,4.0
1677,78,6.0
1685,78,5.0
1690,78,5.0
1696,78,3.0
1754,78,6.0
1772,78,6.0
1789,78,5.0
1799,78,5.0
1806,78,5.0
1807,78,6.0
1832,78,5.0
1833,78,6.0
1862,78,4.0
1878,78,6.0
1879,78,4.0
1882,78,6.0
1889,78,4.0
1902,78,4.0
1903,78,5.0
10,79,6.0
16,79,3.0
19,79,2.0
32,79,6.0
36,79,3.0
41,79,5.0
43,79,5.0
48,79,2.0
55,79,5.0
58,79,5.0
60,79,5.0
61,79,5.0
65,79,4.0
68,79,5.0
70,79,5.0
81,79,2.0
102,79,5.0
103,79,4.0
110,79,5.0
111,79,3.0
127,79,3.0
130,79,3.0
139,79,3.0
144,79,3.0
165,79,4.0
170,79,2.0
180,79,4.0
183,79,3.0
184,79,3.0
185,79,3.0
186,79,4.0
198,79,4.0
199,79,5.0
202,79,4.0
204,79,5.0
213,79,4.0
214,79,4.0
215,79,5.0
217,79,2.0
219,79,4.0
225,79,2.0
234,79,5.0
235,79,3.0
238,79,1.0
239,79,6.0
246,79,4.0
248,79,5.0
257,79,5.0
259,79,2.0
261,79,5.0
265,79,5.0
281,79,2.0
282,79,3.0
283,79,4.0
285,79,3.0
287,79,3.0
288,79,4.0
293,79,3.0
296,79,4.0
300,79,5.0
303,79,2.0
305,79,4.0
312,79,5.0
317,79,5.0
318,79,3.0
323,79,4.0
328,79,5.0
340,79,3.0
347,79,4.0
364,79,2.0
367,79,5.0
368,79,5.0
371,79,5.0
373,79,2.0
379,79,4.0
380,79,3.0
386,79,6.0
390,79,5.0
393,79,5.0
400,79,5.0
402,79,5.0
412,79,5.0
415,79,3.0
425,79,1.0
429,79,5.0
434,79,6.0
470,79,3.0
479,79,5.0
481,79,5.0
482,79,3.0
497,79,5.0
500,79,2.0
504,79,5.0
508,79,4.0
513,79,5.0
517,79,4.0
518,79,3.0
544,79,2.0
547,79,5.0
556,79,3.0
559,79,5.0
560,79,4.0
567,79,5.0
570,79,6.0
571,79,5.0
583,79,5.0
591,79,3.0
606,79,5.0
611,79,2.0
613,79,3.0
616,79,6.0
636,79,4.0
640,79,5.0
645,79,2.0
646,79,3.0
648,79,4.0
651,79,4.0
653,79,6.0
669,79,6.0
671,79,5.0
675,79,5.0
682,79,6.0
695,79,3.0
700,79,3.0
705,79,5.0
722,79,4.0
723,79,5.0
726,79,6.0
728,79,5.0
742,79,4.0
750,79,4.0
752,79,4.0
760,79,4.0
761,79,4.0
762,79,5.0
770,79,5.0
774,79,4.0
775,79,4.0
776,79,5.0
780,79,6.0
784,79,2.0
788,79,4.0
792,79,3.0
798,79,5.0
805,79,3.0
806,79,5.0
809,79,5.0
810,79,4.0
818,79,6.0
826,79,3.0
861,79,4.0
863,79,5.0
871,79,5.0
872,79,5.0
874,79,4.0
876,79,5.0
878,79,3.0
880,79,2.0
883,79,5.0
886,79,4.0
894,79,4.0
898,79,3.0
902,79,4.0
905,79,5.0
906,79,4.0
925,79,3.0
926,79,3.0
940,79,3.0
946,79,5.0
948,79,3.0
956,79,5.0
957,79,4.0
969,79,5.0
970,79,5.0
993,79,2.0
998,79,4.0
1007,79,5.0
1015,79,4.0
1019,79,5.0
1028,79,2.0
1030,79,5.0
1035,79,3.0
1037,79,2.0
1041,79,4.0
1042,79,5.0
1047,79,5.0
1051,79,6.0
1052,79,5.0
1053,79,5.0
1054,79,6.0
1055,79,3.0
1083,79,6.0
1084,79,5.0
1091,79,4.0
1093,79,5.0
1099,79,4.0
1101,79,5.0
1107,79,5.0
1108,79,3.0
1109,79,4.0
1113,79,3.0
1118,79,5.0
1119,79,3.0
1120,79,3.0
1123,79,5.0
1141,79,5.0
1142,79,4.0
1146,79,5.0
1147,79,4.0
1156,79,4.0
1157,79,5.0
1159,79,4.0
1162,79,4.0
1182,79,3.0
1184,79,4.0
1187,79,5.0
1190,79,3.0
1192,79,4.0
1203,79,5.0
1209,79,4.0
1212,79,4.0
1214,79,3.0
1224,79,5.0
1234,79,4.0
1236,79,5.0
1246,79,5.0
1253,79,4.0
1256,79,4.0
1258,79,3.0
1260,79,5.0
1266,79,4.0
1269,79,5.0
1281,79,5.0
1295,79,3.0
1296,79,5.0
1306,79,5.0
1309,79,5.0
1311,79,4.0
1312,79,3.0
1327,79,4.0
1339,79,4.0
1340,79,5.0
1351,79,6.0
1353,79,5.0
1354,79,5.0
1364,79,5.0
1367,79,5.0
1371,79,4.0
1383,79,5.0
1394,79,6.0
1413,79,5.0
1416,79,2.0
1441,79,5.0
1445,79,4.0
1457,79,6.0
1460,79,3.0
1461,79,4.0
1465,79,3.0
1471,79,4.0
1494,79,5.0
1508,79,5.0
1514,79,4.0
1516,79,3.0
1521,79,6.0
1549,79,5.0
1557,79,5.0
1564,79,6.0
1584,79,4.0
1585,79,3.0
1588,79,4.0
1595,79,5.0
1600,79,5.0
1602,79,5.0
1607,79,5.0
1614,79,5.0
1616,79,4.0
1631,79,4.0
1638,79,5.0
1643,79,4.0
1652,79,5.0
1661,79,4.0
1662,79,4.0
1672,79,3.0
1689,79,5.0
1690,79,3.0
1692,79,5.0
1694,79,5.0
1696,79,3.0
1705,79,6.0
1721,79,4.0
1723,79,5.0
1728,79,4.0
1729,79,5.0
1738,79,5.0
1742,79,3.0
1743,79,4.0
1757,79,3.0
1762,79,5.0
1764,79,5.0
1770,79,4.0
1771,79,5.0
1777,79,6.0
1779,79,4.0
1786,79,5.0
1790,79,4.0
1793,79,5.0
1808,79,3.0
1809,79,6.0
1813,79,2.0
1817,79,4.0
1834,79,6.0
1844,79,5.0
1848,79,6.0
1849,79,4.0
1855,79,5.0
1856,79,5.0
1858,79,5.0
1860,79,4.0
1862,79,5.0
1866,79,4.0
1869,79,5.0
1870,79,4.0
1871,79,4.0
1879,79,4.0
1883,79,3.0
1885,79,4.0
1892,79,4.0
1894,79,4.0
1898,79,6.0
1906,79,6.0
1914,79,5.0
1919,79,5.0
1921,79,5.0
1922,79,5.0
1930,79,3.0
1938,79,4.0
1952,79,5.0
10,80,4.0
16,80,4.0
29,80,3.0
36,80,3.0
41,80,3.0
48,80,2.0
58,80,5.0
59,80,5.0
60,80,6.0
70,80,5.0
71,80,5.0
73,80,5.0
81,80,1.0
89,80,2.0
94,80,5.0
103,80,3.0
118,80,4.0
127,80,3.0
135,80,5.0
165,80,4.0
183,80,3.0
184,80,3.0
198,80,3.0
199,80,6.0
204,80,5.0
207,80,5.0
212,80,5.0
215,80,3.0
225,80,2.0
228,80,3.0
233,80,6.0
238,80,1.0
239,80,5.0
246,80,4.0
251,80,3.0
259,80,2.0
261,80,6.0
281,80,1.0
286,80,6.0
287,80,2.0
289,80,2.0
293,80,2.0
296,80,4.0
303,80,2.0
305,80,4.0
306,80,5.0
307,80,5.0
313,80,5.0
317,80,5.0
318,80,2.0
320,80,6.0
323,80,4.0
337,80,6.0
340,80,2.0
343,80,6.0
354,80,4.0
364,80,1.0
368,80,5.0
373,80,2.0
386,80,3.0
393,80,5.0
397,80,5.0
412,80,5.0
415,80,3.0
429,80,5.0
434,80,6.0
454,80,3.0
470,80,2.0
496,80,3.0
497,80,5.0
500,80,2.0
501,80,5.0
508,80,4.0
511,80,3.0
517,80,5.0
518,80,1.0
521,80,4.0
547,80,5.0
556,80,3.0
558,80,2.0
560,80,3.0
569,80,5.0
570,80,4.0
571,80,5.0
591,80,2.0
598,80,6.0
611,80,2.0
613,80,5.0
645,80,2.0
648,80,4.0
653,80,4.0
654,80,4.0
669,80,5.0
682,80,6.0
695,80,2.0
700,80,3.0
705,80,4.0
722,80,4.0
723,80,5.0
728,80,5.0
742,80,3.0
747,80,3.0
750,80,2.0
752,80,4.0
753,80,4.0
754,80,3.0
756,80,4.0
761,80,3.0
762,80,5.0
768,80,2.0
770,80,5.0
776,80,4.0
780,80,6.0
784,80,1.0
787,80,3.0
790,80,4.0
792,80,3.0
801,80,5.0
802,80,4.0
806,80,4.0
809,80,5.0
819,80,5.0
831,80,5.0
838,80,4.0
857,80,3.0
860,80,6.0
861,80,4.0
862,80,6.0
866,80,4.0
880,80,1.0
887,80,4.0
890,80,5.0
898,80,3.0
905,80,6.0
914,80,1.0
921,80,4.0
925,80,3.0
926,80,2.0
936,80,4.0
940,80,2.0
942,80,4.0
948,80,3.0
956,80,5.0
957,80,4.0
969,80,6.0
982,80,5.0
985,80,4.0
993,80,1.0
998,80,5.0
1002,80,6.0
1013,80,5.0
1016,80,5.0
1018,80,5.0
1019,80,5.0
1020,80,4.0
1028,80,2.0
1037,80,2.0
1041,80,4.0
1047,80,5.0
1050,80,2.0
1052,80,4.0
1053,80,6.0
1069,80,4.0
1085,80,6.0
1101,80,5.0
1102,80,4.0
1107,80,5.0
1108,80,2.0
1109,80,3.0
1110,80,5.0
1118,80,6.0
1119,80,2.0
1120,80,3.0
1122,80,5.0
1123,80,5.0
1134,80,5.0
1138,80,6.0
1140,80,4.0
1146,80,3.0
1155,80,5.0
1162,80,4.0
